,word,candidates
12668,ලාඕසය,['ඕසය']
12669,ආඥාවේ,['ආඥා']
12670,යැපීමට,"[' යැමට', 'යැපීම']"
12671,හෙවි,['හවි']
12672,නිසාර්,"['නිසා', '   නිර්']"
12673,ගාමිණි,"['ගාමි', '  මිණි', '  ගාමිනි', ' මිණි']"
12674,කෝට්ටේ,"[' කට්ටේ', 'කෝට්']"
12675,සෝදන,"['සෝන', ' සදන']"
12676,ද්විත්වය,['ද්විත්ව']
12677,දන්ත,"['   දන්', '  දත', 'දන්', ' දන්', ' දත']"
12678,නිමාලි,"['මාලිනි', ' මාලි', 'නිලි', ' නිමා']"
12679,සමාලෝචනයක්,['සමාලෝචනය']
12680,අනේවාසික,['නේවාසික']
12681,පමුණුවා,"['පණුවා', '   පමුණු']"
12682,අධිකාරීන්,['අධිකාරී']
12683,එවමි,['වමි']
12684,දම්බරාව,['දබරාව']
12685,පරිශීලනයට,['පරිශීලනය']
12686,කෙළින්,"['කළින්', '  කෙලින්', ' කෙන්', '   කළින්', '  කළින්', ' කෙලින්', '   කෙළි', '  කෙන්', ' කෙළි']"
12687,පෙරදැරිව,['පෙරදැරි']
12688,නාහිමි,"[' නාමි', 'හිමි']"
12689,කෝෂයක්,['කෝෂය']
12690,රාජකාරියක්,['රාජකාරිය']
12691,ගාස්තුවක්,['ගාස්තුව']
12692,නාමයට,"['නාමය', ' නාමය', 'නායට']"
12693,අභිමානයක්,"['අභිනයක්', 'අභිමානය', ' අභිමානය']"
12694,සන්නිවේදනයක්,['සන්නිවේදනය']
12695,අයපත්,"['අයප', '   අපත්']"
12696,වෙල්ලාල,['වෙල්ල']
12697,පෙනුම,['පෙම']
12698,උදාවනු,['උදාව']
12699,ලියන්නා,['යන්නා']
12700,සම්බා,"['   සබා', ' සම්', 'සම්', 'සබා']"
12701,නිෂ්පාදනයන්,['නිෂ්පාදනය']
12702,පණිවුඩයක්,"[' පනිවුඩයක්', 'පණිවුඩය']"
12703,මෘදුකාංගය,['මෘදුකාංග']
12704,දොළහේ,['දොළ']
12705,පවති,"['   පව', ' පව', '   වති', 'පව', ' වති', ' පති']"
12706,පින්කමක්,['පින්කම']
12707,සෙනසුරාදා,['සෙනසුරා']
12708,වරුණි,"[' වරු', 'වරුනි', 'වරු']"
12709,නියාමනය,['යාමනය']
12710,අඩාල,"['  අල', '  අඩා', ' අල', ' අඩාළ', 'අල']"
12711,චලතාව,['ලතාව']
12712,කරදිය,"['කරය', ' දියකර', ' කරය', '  කරය', '  දියකර']"
12713,මීගම,['ගම']
12714,හරස්,"[' හර', '   හර', 'හර', '   හස්', '  හර', '  රස්', ' රහස්']"
12715,සංඝටකය,"['සංඝටය', 'සංඝටක', '   සංඝටක']"
12716,සැලසුමට,['සැලසුම']
12717,නිසාවත්,['නිවත්']
12718,සැපයීමත්,['සැපයීම']
12719,ශේෂයට,['ශේෂය']
12720,උපන්,"['  උන්', ' උප', 'උප', ' පන්', '  උප', ' උන්']"
12721,ළදරු,"['දරු', '   දරු', ' දරු', ' ළද']"
12722,සායනයක්,['සායනය']
12723,ඇපයක්,"['ඇපය', '  පයක්']"
12724,අස්වැන්නක්,['අස්වැන්න']
12725,නිලධාරියාට,"[' නිලධාරියා', 'නිලධාරිට', 'නිලධාරියා']"
12726,පත්වීමක්,['පත්වීම']
12727,රේගුවේ,['රේගු']
12728,ශීර්ෂයන්,['ශීර්ෂය']
12729,සාක්ෂරතා,['සාක්ෂර']
12730,විජේසිරි,['විසිරි']
12731,ධාරිතාවන්,['ධාරිතාව']
12732,සවුදි,['සවු']
12733,ගැලරිය,['ගැලය']
12734,වටයා,['වට']
12735,නිවර්තන,['වර්තන']
12736,උෂ්ණත්වයක්,['උෂ්ණත්වය']
12737,කොළඔ,['කොළ']
12738,බලධාරියා,['බලධාරි']
12739,ජාලයන්,['ජාලය']
12740,උපාලි,"['පාලි', ' පාලි', 'උපා']"
12741,ගායන,"['ගාය', 'ගාන', ' ගානය', '  ගාන', '   ගාය', '   යන', ' යන']"
12742,බැංකුවක්,['බැංකුව']
12743,රුකුල්,['කුල්']
12744,පසුවත්,"[' සුවත්', '   පසුත්', ' සුවපත්', 'පවත්', '  පවත්', '   පසුව', ' පසුත්', ' පසුව']"
12745,කඳුකරයේ,"['  කඳුකර', 'කඳුකර', ' කදුකරයේ']"
12746,පන්තියක්,['පන්තිය']
12747,කලාපයන්,['කලාපය']
12748,සෙවන,"['සවන', '   සෙන']"
12749,චිත්ත,['චිත']
12750,රඹෑව,['රව']
12751,මිහින්තලය,['මිහිතලය']
12752,හසුකර,['සුකර']
12753,නිෂ්පාදනයයි,['නිෂ්පාදනය']
12754,වාසියක්,"['වාසිය', '   වාසිය', 'සියක්', ' වාසිය', '  සියක්']"
12755,හිමිව,['හිමි']
12756,කාමරයක්,"['කාමයක්', '   කාරයක්', 'කාමරය', ' කාමරය', ' කාරයක්']"
12757,අපේක්ෂිතව,['අපේක්ෂිත']
12758,ආලෝක,['ලෝක']
12759,සන්තතිය,['සන්තති']
12760,මගිනි,"[' මඟිනි', ' ගිනි', 'ගිනි', 'මගි', ' මනි']"
12761,වැටිය,"['   වැය', ' වැය', '   වැටි', 'ටිය', 'වැටි']"
12762,දඩැල්ල,['දල්ල']
12763,ඒකීය,"[' කීය', 'ඒය']"
12764,අභිමානනීය,['අභිමානය']
12765,මුල්ගල්,"['මුල්ගල්', 'මුග']"
12766,ගිවිසුම,"['විසුම', 'ගිවිසුම']"
12767,දෙමු,"['   දමු', 'දෙ']"
12768,රෝමය,['රෝම']
12769,අඩංගුව,['අඩංගු']
12770,සලකන්න,"['  සලකන', ' සලකන', 'සලන්න', '  සලාක', ' සළකන්න']"
12771,මහරුෆ්,['මහරු']
12772,සිරිල්,"[' සිරි', '   සිරි', 'සිල්', 'සිරි', '  සිල්']"
12773,නඩුවල,['නඩුව']
12774,දැල්පන්දු,['දැල්පන්']
12775,වැදිගේ,"['වැදි', '   දිගේ']"
12776,යසසිරි,['සසිරි']
12777,භාවයට,['භාවය']
12778,වෘත්තියක්,['වෘත්තිය']
12779,සාධනයට,['සාධනය']
12780,පොතක්,"['  පතක්', ' පතොක්', ' පොත', ' පතක්', '   පොත', '  පතොක්', 'පතොක්']"
12781,සතුන්ට,"[' සතුට', 'සතුන්', '   සතුට', '  සතුන්', 'සතුට']"
12782,කොකා,"[' කකා', 'කො']"
12783,ඕලන්ද,['ලන්ද']
12784,පරිමාණයක,['පරිමාණය']
12785,මිදුල,"['   දුල', 'මිල']"
12786,මෙට්ට,['මට්ට']
12787,මෙතන,"[' තෙමන', 'මෙන', '  මෙත', 'මෙත']"
12788,අංගණය,['අංගය']
12789,අකුල්,"[' අකු', 'අල්', ' කුල්', 'කුල්']"
12790,පහළින්,"[' පළින්', '   පහලින්', 'පහලින්', ' පහන්', 'පහන්']"
12791,තුනකි,['තුන']
12792,කිරිමේ,['කිරි']
12793,අත්තිකාරමක්,['අත්තිකාරම']
12794,කටුපොත​,['කටුපොත']
12795,අතුල,"['   තුල', 'තුල', ' අතු', '  අතු', ' අල', '  තුල']"
12796,බෙල්ලන,['බෙල්ල']
12797,ණයක්,"['  ණය', 'යක්', ' ණය', ' යක්']"
12798,අගනා,"['  අනා', '  අග', 'අනා', ' අග', ' අනා']"
12799,තනුජා,['තනු']
12800,වරදවා,"['   වරද', 'රදා', ' වරද', '  වරද']"
12801,මගීන්,"[' මගී', '  මඟීන්', 'මන්', '  මන්', '   මන්']"
12802,දිනගත,['දිගත']
12803,යෝජකයන්,['යෝජකය']
12804,ජනරාල්ගේ,['ජනරාල්']
12805,නිවිදු,"['විදු', '   නිවි', '   නිදු']"
12806,මාරුවන,"['රුවන', '   මාරුව']"
12807,පොළට,"['පළට', ' පොළ', ' පොට', '   පොට', '  පොට', ' පොලට', '   පොලට', '  පොළ']"
12808,දුරින්,['දුන්']
12809,අඩුපාඩුවක්,['අඩුපාඩුව']
12810,ඌනතා,['ඌන']
12811,අතිරික්තතා,['අතිරික්ත']
12812,වියදමකි,['වියදම']
12813,නිසරු,"['  නිරු', '  නිස', '   නිස', ' සරු', '  සනිරු']"
12814,වතුවල,"[' වතුවල', 'තුල', ' වවල']"
12815,වියන්,"['විය', ' යන්']"
12816,උෂ්ණත්වයක,['උෂ්ණත්වය']
12817,පෙත්,['පත්']
12818,සිහළ,"['සිළ', '   සිහ', '   හළ']"
12819,දුෂ්ට,['දුට']
12820,මනාපයක්,['මනාපය']
12821,විමල්,"['විල්', ' මල්', ' විම', 'මල්']"
12822,වැළඳ,"['ළඳ', '   වැළ']"
12823,නිෂ්පාදකයා,['නිෂ්පාදක']
12824,සෘණ,['සණ']
12825,දිලිනි,['දිනි']
12826,මුදලිගේ,['මුදලි']
12827,මුලටියන,['මුලටිය']
12828,මාගල්ල,"['ගල්ල', '   මාගල']"
12829,කටාන,['කන']
12830,ඉපිල්,['ඉල්']
12831,බැංකුවල,['බැංකුව']
12832,බදුකරු,['බදුරු']
12833,‌පෙරවදන,['පෙරවදන']
12834,වයිට්,['වයි']
12835,අභිමත,['අමත']
12836,සංවේදකය,['සංවේදක']
12837,විපුල,['විල']
12838,තැන්පතුවක්,['තැන්පතුව']
12839,ආඝාතය,['ඝාතය']
12840,භාරව,"['බාරව', '  බාරව', 'රව', ' රව', ' භාර', '  භාව', ' භාව']"
12841,තැටිය,"['ටිය', 'තැටි']"
12842,විසිතුරු,['සිතුරු']
12843,අඩුකිරීමට,['අඩුකිරීම']
12844,පෙරාතුව,['පෙරාතු']
12845,අංගණයක්,['අංගණය']
12846,දිමනා,['මනා']
12847,පදක්කම,['පද්ම']
12848,චාරිකාවන්,['චාරිකාව']
12849,කඳන්,"['කන්', '  කන්', '   කඳ', ' කඳ', ' කන්']"
12850,හැදෑරීමට,"['හැදෑරීම', 'හැරීමට', ' හැදෑරීම', '  හැදෑරීම', ' හැරීමට']"
12851,උපලේඛනයට,['උපලේඛනය']
12852,කලාපයට,['කලාපය']
12853,සහසක්,"['සහස', '   හක්']"
12854,වැසිකිළියක්,['වැසිකිළිය']
12855,ආදර්ශනයක්,['ආදර්ශනය']
12856,ගබඩාවක්,['ගබඩාව']
12857,අවරාර,"['අවර', '   අවා']"
12858,තමාගේ,"[' තමා', '  තමා', 'මාතගේ', ' මාගේ']"
12859,අයත්ය,"[' අයත්ය', 'අත්']"
12860,සාධනයක්,['සාධනය']
12861,සමාජයීය,['සමාජය']
12862,සන්තක,['සන්ත']
12863,කල්ලඩි,['කල්ල']
12864,බැදීම,"['බැදී', ' දීම', ' බැඳීම', ' බැම', 'බැම']"
12865,විධිවිධානය,['විධිවිධාන']
12866,අණුක,"['අනුක', '   අක', 'අණු', ' අණු', ' අක']"
12867,රථයේ,['රථ']
12868,කුමර,"['  මර', ' මර', '  කුර', ' කුර', 'මර']"
12869,ආකාර,"['කාර', '   කාර', 'ආර', ' ආර', '  කාර']"
12870,යටපත්,"[' යටත්', ' යපත්', 'පටයත්', 'යටත්']"
